ID	X_longitud	Y_Latitude	geo	prefecture	sous_prefecture	commune	Village	ONG	Start	Month	End	Catastrophe naturelle	Violences	Autre	Deplacement de IDPs	Retours	Communaute hoste	Autre	Oui	Non - logistique	Non - securite	Non - autre	Neant	Mission exploratoire	MSA	Intervention	Post Intervention	Autre	Axe	update_me0ge_IDPs	update_ind_idps	update_menage_benef	update_ind_benef	Score_NFI	Proportion_des_menages_qui_habitentdans_un_abri_en_mauvais_etat_nerepondant_pas_aux_standards_locaux	nhabitent_pas_dans_leurs_propres_maisons	familles_daccueil	Pas_dabris	Nombre_moyen_de_m?tre_carre_parpersonne_habitant_un_m?me_abri	Taux_de_diarrhee_chez_les_enfants_de_moins_de_5_ans_au_cours_des_2_dernieres_semaines	latrines_hygieniques	latrines	latrines_non_hygieniques	_lavage_desmains	3_moments_cles	source_deau_?_boire_salubre	acc?s_facile	CSA_General	CSA_Acceptable	Limite	Pauvre	Indice_simplifie_de_strategie_de_survie	1_semaine_et_moins	2_semaines	3_semaines	4_semaines	Plus_de_4_semaines	1_repas	2_repas	3_repas	Variation_repas	Propre_production	Achat_au_Marche	Dons	Aide_alimentaire	Autres	Vente_produit_agricole	Travail_journalier	Petit_commerce_nonagricole	Exploitation_mini?re	Vente_produit_animauxet_de_p?che	Autre	Indice_securite	Proportion_de_cas_de_violences_sexuellessurvenus_dans_un_contexte_lie_?_l’eau_et_?l’assainissement	%_d’ecole_fonctionnelle_dans_la_localite	%_de_salles_de_classe_avec_toiture_ou_mur	Proportion_d’enseignants_qui_encadrent_plus_de55_el?ves	Non_scolarises_%	Taux_de_frequentation	Taux_de_mortalite_des_moins_de_5_ans_pour10.000_enfants_par_jour_(dec?s_10.000_jour)	Taux_brut_de_mortalite_pour_10.000	Diarrhees	Palu	Fi?vre	Toux	IRA	Diarrhees	Palu	Fi?vre	Toux	Malnutrition	diarrhee	paludisme	_IRA	ARV	Medicaments_pour_la_TB	Kwashiorkor	Marasme	Nb_de_guerisons	Nb_dabandons	Nb_de_dec?s	Transfer_UNTA	Violence	Status
PU - AMI_2014_02	15.418131	3.921287	"3.921287,15.418131"	Mambere-Kadei	Dede-Mokouba	Haute-Kadei	Yandoce	PU - AMI	17-09-14	09-2014	18-09-14	FALSE	TRUE		TRUE				Oui					FALSE	TRUE	TRUE				136.00	681.00	0	0	3.9	0	0	21	0	0	23	0	74	0	0	11	35	22	0	47	31	22	0	98	2	1	0	0	0	0	0	0	0	0	0	0	0	51	0	14	26	0	9	0	21	0	0	75	81	0	0.4	0	23	0	29	32	0	93	91	93	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Intervention
PU - AMI_2014_03	15.787529	4.255473	"4.255473,15.787529"	Mambere-Kadei	Berberati	Basse-Batouri	Berberati	PU - AMI	10-09-14	09-2014	10-09-14	FALSE	TRUE		TRUE				Oui					FALSE	TRUE	FALSE				320.00	1600.00	0	0	3.7	0	40	24	0	0	28	0	0	94	0	45	72	57	0	53	34	13	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	19	0	4	13	0	0	0	13	16	80	0	0.54	0	28	0	32	31	0	17	0	25	11	0	0	0	0	0	0	0	0	32	21	42	140	Violence	MSA
PU - AMI_2014_04	15.779907	4.264061	"4.264061,15.779907"	Mambere-Kadei	Berberati	Basse-Batouri	Djambala	PU - AMI	27-06-14	06-2014	27-06-14	FALSE	TRUE		TRUE				Oui					FALSE	TRUE	TRUE				67.00	335.00	0	0	3.9	38	0	0	0	1.9	37	1	81	0	37	0	99	0	0	48.1	34	19.8	0	77	15	0	8	0	0	0	0	0	0	11	0	83	6	0	0	0	0	0	0	0	0	92	28	51	0	0	0	0	37	0	19	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Intervention
PU - AMI_2014_05	17.192534	4.80747	"4.80747,17.192534"	Lobaye	Boganangone	Boganangone	Bekakpolo	PU - AMI	10-07-14	07-2014	10-07-14	FALSE	TRUE		TRUE				Oui					FALSE	TRUE	TRUE				0.00	0.00	360	1750	4.2	36	0	0	0	4.6	0	9	0	0	6	24	50	32	0	50.5	39.6	9.9	0	78	22	0	 	0	0	0	0	0	0	0	0	0	0	45	0	9	15	25	5	0	0	0	25	0	100	0	1.6	0	33	0	32	24	0	35	40	0	54	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Intervention
PU - AMI_2014_06	16.348151	4.87647	"4.87647,16.348151"	Mambere-Kadei	Gadzi	Topia	Toro	PU - AMI	08-07-14	07-2014	12-07-14	FALSE	TRUE		TRUE				Oui					FALSE	TRUE	TRUE				386.00	1929.00	260	1189	4.2	37	0	0	0	4	27	0	0	0	24	0	23	19	0	43	33	24	0	91	6	2	1	0	0	0	0	0	0	0	0	0	0	58	0	10	13	0	9	0	0	0	0	67	72	0	0	0	27	0	34	40	0	0	0	0	0	0	67	67	67	0	0	0	0	0	0	0	0	Violence	Intervention
SI_2014_01	18.679568	7.893519	"7.893519,18.679568"	Ouham	Kabo	Sido	Maitongue	SI	11-08-14	08-2014	14-08-14	FALSE	TRUE		TRUE				Oui					FALSE	TRUE	FALSE				263.00	1315.00	646	3230	4.5	0	54	41	0	0	9	48	98	0	23	13	89	85	0	1	14	85	0	94	4	2	0	0	100/96	0/2	0/2	0	0	47	46	0	7	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	9	30	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	MSA
SI_2014_02	18.680748	7.899799	"7.899799,18.680748"	Ouham	Kabo	Sido	Bokonde	SI	11-04-14	04-2014	11-04-14	FALSE	TRUE		TRUE				Oui					FALSE	TRUE	FALSE				0.00	0.00	0	0	4.2	0	12	6	2	0	26	0	0	0	46	0	85	75	52	52	0	0	0	24	58	13	5	0	95/94	01-Mar	0/1	0	3	67	2	4	25	0	0	0	0	0	0	0	0	0	detruit	0	0	0	0	personnes par jour (dec?s/10.000/jour)	26	23	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	MSA
SI_2014_04	18.667386	7.833433	"7.833433,18.667386"	Ouham	Kabo	Sido	Kengar	SI	16-06-14	06-2014	16-06-14	FALSE	TRUE		TRUE				Oui					FALSE	TRUE	FALSE				88.00	378.00	97	564	4.3	0	100	0	92	0	20	0	1	0	6	12	0	0	17	0	0	0	0	100	0	0	0	0	93/96	41730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	MSA
SI_2014_07	18.742014	7.38158	"7.38158,18.742014"	Ouham	Kabo	Ouaki	Farazala 2	SI	24-07-14	07-2014	25-07-14	FALSE	TRUE		TRUE				Oui					FALSE	TRUE	TRUE				552.00	2760.00	0	0	4.5	16	0	0	0	1.4	19	9	63	0	2	3	85	73	0	1	14	85	0	100	0	0	0	0	97	2	1	0	1	46	39	0	8	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	19	38	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Intervention
	15.122703	6.668326	"6.668326,15.122703"	Nana-Mambere	Bouar	Niem-Yelewa	Bogbatoyo	ACF	15-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE		500.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	MSA
	18.627664	7.691258	"7.69125833333333,18.6276638888889"	Ouham	Kabo	Sido	Kabo	SI	03-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Alerte
	21.988019	6.5397	"6.5397,21.9880194444444"	Haute-Kotto	Bria	Samba-Boungou	Bria	ACTED	18-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		426.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	MSA
	15.165253	4.347781	"4.34778055555556,15.1652527777778"	Mambere-Kadei	Gamboula	Basse-Boumne	Gamboula	PU - AMI	10-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Mex
	15.642728	7.000039	"7.00003888888889,15.6427277777778"	Ouham Pende	Bocaranga	Bocaranga	Bocaranga	DRC	24-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Alerte
	19.953919	4.981506	"4.98150555555556,19.9539194444444"	Ouaka	Kouango	Kouango	Kouango	ACTED	17-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Alerte
	18.248292	6.760078	"6.76007777777778,18.2482916666667"	Ouham	Bouca		Bobani 2	DRC	10-01-15	01-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Alerte
	18.561232	6.866304	"6.866304,18.561232"	Ouham			mbada	DRC	18-01-15	01-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Alerte
	18.248292	6.760078	"6.76007777777778,18.2482916666667"	Ouham	Bouca		Bobani 2	DRC	12-12-14	12-2014	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		87.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	MSA
	15.238036	6.784625	"6.784625,15.2380361111111"	Ouham Pende	Koui	Koui	Boyango	ACF	10-01-15	01-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	MSA
	20.730541	5.338497	"5.338497,20.730541"	Ouaka	Bambari	Ngougbia	Ngakobo	ACTED	07-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		1000.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Alerte
	14.814178	6.256673	"6.256673,14.814178"	Nana-Mambere	Baboua	Goudrot	Besson	ACF	30-01-15	01-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Alerte
	18.743019	7.383578	"7.38357777777778,18.7430194444444"	Ouham	Kabo	Ouaki	Farazara	DRC	08-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		6894.00	1198.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Alerte
	20.158215	5.312382	"5.312382,20.158215"	Ouaka	Kouango	Azengue-Mindou	Lihoto	ACTED	09-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Mex
	17.492981	6.476339	"6.47633888888889,17.4929805555556"	Ouham	Bossangoa		Bodigui	ACF	27-01-15	01-2015	24-02-15	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		0.00	50.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Mex
	20.678586	5.754667	"5.75466666666667,20.6785861111111"	Ouaka	Bambari	Bambari	Bambari	ACTED	13-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		10000.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Alerte
	19.783631	6.661881	"6.66188055555556,19.7836305555556"	Nana-Gribizi	Mbres	Mbres	Mbres	SI	16-12-14	12-2014	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE		600.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Intervention
	20.056572	5.741881	"5.74188055555556,20.0565722222222"	Ouaka	Grimari	Grimari	Grimary	ACTED	18-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		4000.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Alerte
	22.398378	8.064669	"8.06466944444445,22.3983777777778"	Haute-Kotto			kjfmdjfmd	ACTED	04-02-15	02-2015	24-02-15	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violences et Catastrophe naturelle	Intervention
	18.698731	7.968117	"7.96811666666667,18.6987305555556"	Ouham	Kabo	Sido	Axe Kabo - Moyenne Sido	SI	03-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	Kabo - Moyenne Sido	736.00	200.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Mex
	19.783631	6.661881	"6.66188055555556,19.7836305555556"	Nana-Gribizi	Mbres	Mbres	Mbres	SI	18-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Mex
	14.783478	4.904886	"4.90488611111111,14.7834777777778"	Mambere-Kadei	Amada-Gaza	Haute-Boumbe	SSSDDD	PU - AMI	17-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		20000.00	4000.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Alerte
	17.304411	7.160594	"7.16059444444444,17.3044111111111"	Ouham	Nana-Bakassa	Nana-Bakassa	Kuoki	ACF	08-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Mex
	18.362789	7.319222	"7.31922222222222,18.3627888888889"	Ouham	Batangafo	Ouassi	Bobazi	DRC	21-01-15	01-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE		1841.00	325.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Alerte
	15.165253	4.347781	"4.34778055555556,15.1652527777778"	Mambere-Kadei	Gamboula	Basse-Boumne	Gamboula	PU - AMI	21-02-15	02-2015	24-02-15	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	MSA
	22.771911	5.673383	"5.67338333333333,22.7719111111111"	Mbomou	Bakouma	Bakouma	Bakouma	ACTED	13-02-15	02-2015	13-02-15	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE		0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Violence	Alerte
